system,tier,target,term_name,term_index,true_coef_median,true_coef_ci_low,true_coef_ci_high,recovered_coef_median,recovered_coef_ci_low,recovered_coef_ci_high,rel_error_median,target_in_scope_rate,raw_selected_rate,selected_rate,active_true_rate,selected,raw_false_positive_count,paper_seed_false_positive_count,stable_false_positive,false_positive_count
underdamped_langevin,6,b1,x^2,3,-1.6520800264713494e-11,-3.147486984333736e-11,-1.467169373808129e-11,-2.2563567437139713e-11,-3.62957461361317e-11,-2.0183025951814083e-11,0.36576721923894123,1.0,0.0,0.0,0.0,False,0,0,False,0
underdamped_langevin,6,b1,x^2y,7,2.7904856560911936e-10,2.7212104017281314e-10,2.9029066698957374e-10,2.7079342267294025e-10,2.6124193059492353e-10,2.9226513098164313e-10,0.029583176384223395,1.0,0.0,0.0,0.0,False,0,0,False,0
underdamped_langevin,6,b1,x^3,6,2.562372363704761e-17,-2.598836259073503e-16,1.65799781713492e-16,-1.6522769137225244e-12,-1.879114749682818e-12,-1.3858913721534987e-12,1.6523025374461615,1.0,0.0,0.0,0.0,False,0,0,False,0
underdamped_langevin,6,b1,xy,4,2.7213025167933892e-11,2.1009573980988546e-11,4.239552222768043e-11,2.7518910364138318e-11,1.995872899389362e-11,4.05255069042426e-11,0.011240396623189923,1.0,0.0,0.0,0.0,False,0,0,False,0
underdamped_langevin,6,b1,xy^2,8,9.44171203821057e-12,6.772096019632362e-12,1.3120333010242241e-11,7.67540360660408e-12,5.7382394016184314e-12,1.1577075242020989e-11,0.18707501610494437,1.0,0.0,0.0,0.0,False,0,0,False,0
underdamped_langevin,6,b1,y,2,0.999999998777263,0.9999999987562733,0.9999999988107332,0.9953200183518534,0.9325251582425026,0.9973823843115444,0.00467998043113201,1.0,1.0,1.0,1.0,True,0,0,False,0
underdamped_langevin,6,b1,y^2,5,-1.685874808959669e-10,-3.1023706084217594e-10,-1.402846417607362e-10,-1.7530166838110518e-10,-3.0661480636486284e-10,-1.4655683815062163e-10,0.03982613328970436,1.0,0.0,0.0,0.0,False,0,0,False,0
underdamped_langevin,6,b1,y^3,9,1.3172609628081866e-09,1.185513467349446e-09,1.3845761189922753e-09,1.2706788695440979e-09,1.1248479992055554e-09,1.3943242681744575e-09,0.035362843490619515,1.0,0.0,0.0,0.0,False,0,0,False,0
underdamped_langevin,6,b2,1,0,-1.4196041872144425e-10,-1.4730546608747886e-10,-1.1139369524842186e-10,-0.021651538914975305,-0.06235671352341522,0.12858627657841257,152518138.28120422,1.0,0.8,0.0,0.0,False,8,0,False,0
underdamped_langevin,6,b2,x,1,0.9999999990445634,0.9999999990099111,0.9999999990631911,1.236764969445236,1.0806592497620229,1.3555445953954566,0.23676497062688662,1.0,1.0,1.0,1.0,True,0,0,False,0
underdamped_langevin,6,b2,x^2,3,1.4802007570984586e-10,1.258120422032352e-10,2.3639555199778496e-10,0.031637732661037615,-0.12705164126534407,0.06426358860255267,213739469.87457925,1.0,0.8,0.0,0.0,False,8,0,False,0
underdamped_langevin,6,b2,x^2y,7,-2.757016686826249e-10,-2.820396733597519e-10,-2.6442117034812557e-10,-2.7044625395864433e-10,-2.887692135934099e-10,-2.3208442194308782e-10,0.0190619619717658,1.0,0.0,0.0,0.0,False,0,0,False,0
underdamped_langevin,6,b2,x^3,6,-0.9999999994072435,-0.9999999994147039,-0.9999999993468909,-1.1205797186998252,-1.2341560066377477,-1.0055230146244147,0.12057971936405612,1.0,1.0,1.0,1.0,True,0,0,False,0
